cosmic_id,cell_line_name,tissue_descriptor,tcga_code,msi_status
1240222,TOV-21G,urogenital_system,OV,MSI-H
909774,TYK-NU,urogenital_system,UNABLE TO CLASSIFY,MSS/MSI-L
1480374,UWB1.289,urogenital_system,OV,MSS/MSI-L
924100,22RV1,urogenital_system,PRAD,MSI-H
924105,BPH-1,urogenital_system,UNCLASSIFIED,MSS/MSI-L
905935,DU-145,urogenital_system,PRAD,MSI-H
907788,LNCAP-CLONE-FGC,urogenital_system,PRAD,MSI-H
905934,PC-3,urogenital_system,PRAD,MSS/MSI-L
1330993,PWR-1E,urogenital_system,PRAD,MSS/MSI-L
1299075,VCAP,urogenital_system,PRAD,MSS/MSI-L
908441,NCCIT,urogenital_system,UNCLASSIFIED,MSS/MSI-L
910942,NEC8,urogenital_system,UNCLASSIFIED,MSS/MSI-L
908454,NTERA-2 CL.D1,urogenital_system,UNCLASSIFIED,MSS/MSI-L
907175,JAR,urogenital_system,UNCLASSIFIED,MSS/MSI-L
907176,JEG-3,urogenital_system,UNCLASSIFIED,MSS/MSI-L
924247,SW954,urogenital_system,UNCLASSIFIED,MSS/MSI-L
909758,SW962,urogenital_system,UNCLASSIFIED,MSS/MSI-L
908127,MES-SA,urogenital_system,UNCLASSIFIED,MSS/MSI-L
1240215,SKN,urogenital_system,UNCLASSIFIED,MSS/MSI-L
753551,DMS-79,lung_SCLC,SCLC,
910566,CMK,leukemia,LAML,MSS/MSI-L
1323913,NB-4,leukemia,LAML,MSS/MSI-L
908133,MHH-CALL-4,leukemia,UNCLASSIFIED,MSS/MSI-L
910918,BC-3,lymphoma,DLBC,MSS/MSI-L
907063,HT,lymphoma,DLBC,MSI-H
1327768,JM1,lymphoma,DLBC,MSS/MSI-L
906695,BONNA-12,leukemia,UNCLASSIFIED,MSS/MSI-L
949157,ES6,bone,UNCLASSIFIED,MSS/MSI-L
908134,MHH-ES-1,bone,UNCLASSIFIED,MSS/MSI-L
1789883,DIFI,large_intestine,COAD/READ,MSS/MSI-L
908442,NCI-H508,large_intestine,COAD/READ,MSS/MSI-L
1659929,SNU-283,large_intestine,COAD/READ,MSS/MSI-L
905962,SW620,large_intestine,COAD/READ,MSS/MSI-L
1240157,JHH-2,digestive_system,LIHC,MSS/MSI-L
1240158,JHH-4,digestive_system,LIHC,MSS/MSI-L
1524415,RCC-JF,kidney,KIRC,MSS/MSI-L
1240220,SW156,kidney,KIRC,MSS/MSI-L
905972,HOP-62,lung_NSCLC,LUAD,MSS/MSI-L
687794,NCI-H1437,lung_NSCLC,LUAD,MSS/MSI-L
1240202,PC-3 [JPC-3],lung_NSCLC,LUAD,MSS/MSI-L
1331055,NCI-H740,lung_SCLC,SCLC,MSS/MSI-L
1297439,COR-L95,lung_SCLC,SCLC,MSS/MSI-L
1303901,HCC-33,lung_SCLC,SCLC,MSS/MSI-L
753597,NCI-H128,lung_SCLC,SCLC,MSS/MSI-L
753599,NCI-H1304,lung_SCLC,SCLC,MSS/MSI-L
908480,NCI-H2081,lung_SCLC,SCLC,MSS/MSI-L
688015,NCI-H2171,lung_SCLC,SCLC,MSS/MSI-L
724872,SHP-77,lung_SCLC,SCLC,MSS/MSI-L
1299062,SW1271,lung_SCLC,SCLC,MSS/MSI-L
946372,D-423MG,nervous_system,GBM,MSS/MSI-L
924189,KP-N-RT-BM-1,neuroblastoma,NB,MSS/MSI-L
946363,KP-N-YS,neuroblastoma,NB,MSS/MSI-L
908118,MC-IXC,neuroblastoma,NB,MSS/MSI-L
1240125,COLO-783,skin,SKCM,MSS/MSI-L
949092,CP67-MEL,skin,SKCM,MSS/MSI-L
1240149,HS633T,soft_tissue,UNCLASSIFIED,MSS/MSI-L
1298167,KMH-2,thyroid,THCA,MSS/MSI-L
949154,OMC-1,urogenital_system,CESC,MSS/MSI-L
930082,RL95-2,urogenital_system,UNCLASSIFIED,MSI-H
906825,CAOV-3,urogenital_system,OV,MSS/MSI-L
1479987,DOV13,urogenital_system,OV,MSS/MSI-L
1479988,HEY,urogenital_system,OV,MSS/MSI-L
1330975,NCI-H660,urogenital_system,UNCLASSIFIED,MSS/MSI-L
1298156,JHU-029,aero_dig_tract,HNSC,
1299052,SCC90,aero_dig_tract,HNSC,
1330948,MOLM-16,leukemia,LAML,
1659819,OCI-LY7,lymphoma,DLBC,
1659817,KMS-11,myeloma,MM,
1290767,CHSA0011,bone,UNCLASSIFIED,
1290768,CHSA0108,bone,UNCLASSIFIED,
1298157,JIMT-1,breast,BRCA,
1290771,CL-34,large_intestine,COAD/READ,
713869,VMRC-LCD,lung_NSCLC,LUAD,
1298160,K2,skin,SKCM,
1299061,STS-0421,soft_tissue,UNCLASSIFIED,
1330960,MY-M12,leukemia,ALL,MSS/MSI-L
909762,TALL-1,leukemia,ALL,MSS/MSI-L
1330981,NK-92MI,lymphoma,UNCLASSIFIED,MSS/MSI-L
908120,MDA-MB-175-VII,breast,BRCA,MSS/MSI-L
1303911,YMB-1-E,breast,BRCA,MSS/MSI-L
1240224,VMRC-RCW,kidney,KIRC,MSS/MSI-L
905943,NCI-H460,lung_NSCLC,UNCLASSIFIED,MSS/MSI-L
930081,RERF-LC-FM,lung_SCLC,SCLC,MSS/MSI-L
946366,D-245MG,nervous_system,GBM,MSS/MSI-L
1298144,HS939-T,skin,SKCM,MSS/MSI-L
930301,VMRC-MELG,skin,SKCM,MSS/MSI-L
1480367,OVCA433,urogenital_system,OV,MSS/MSI-L
1299069,TMK-1,digestive_system,STAD,
1298218,KP-2,pancreas,PAAD,
1330932,KO52,leukemia,LAML,MSS/MSI-L
1331030,SC-1,lymphoma,DLBC,MSS/MSI-L
1503373,U-CH2,bone,UNCLASSIFIED,MSS/MSI-L
